Commit_ID,Contributor,Date,Message,Files,Branch,Repository
6b7a1ee1c3d65aa5ccabe4f40423010f3b91d448,Hasanga Somaratne,2017-06-17,Move google maps configuration to environment,"['app.module.ts,environment.ts']",{'develop'},DroneSym
d2d1e65ab031e6ee613c5fe6ef6265566214fba0,Hasanga Somaratne,2017-06-17,Include firebase configuration settings,['environment.ts'],{'develop'},DroneSym
baf02b3bd8b19ce39b80638462252acdd36f78c9,Hasanga Somaratne,2017-06-17,Implement service to handle drone data,"['app.component.ts,app.module.ts,drone-data.service.spec.ts,drone-data.service.ts']",{'develop'},DroneSym
1ed033701263ed9c55d3361d6a6f46fdbd318b6e,Hasanga Somaratne,2017-06-17,Add materialize and google fonts,"['.angular-cli.json,bower.json,package.json,app.module.ts,index.html']",{'develop'},DroneSym
6180964ad88c01b60c817f33e7609c16a8946e89,Hasanga Somaratne,2017-06-18,Add CORS and socket.io modules,"['index.js,package.json']",{'develop'},DroneSym
2cc10b2ea4a3baa7c81d9590ea7d3a5d149c42c9,Hasanga Somaratne,2017-06-18,Remove firebase dependency from frontend,"['package.json,app.module.ts,drone-data.service.ts']",{'develop'},DroneSym
d66e1dbd618963c02350c77c47d016b199e94c37,Hasanga Somaratne,2017-06-18,Initialize sims with altitude of 0,['dronepool.py'],{'develop'},DroneSym
054be190e1b6b66eb24b37c7ef434a1a349fcde9,Hasanga Somaratne,2017-06-18,Integrate socket.io,"['droneCtrl.js,index.js,package.json,websocket.js']",{'develop'},DroneSym
c78fa9a2e8445b425964f350b711d7ebab20f951,Hasanga Somaratne,2017-06-20,Send drone data through socket,['droneCtrl.js'],{'develop'},DroneSym
65685d1d6e6a8cf5a8dccca4d4710755f6ffae04,Hasanga Somaratne,2017-06-20,Update the environmental variables for angular app,['environment.ts'],{'develop'},DroneSym
a9cc8bbfbc8875f1febd1cb89cfcbfd1ab029163,Hasanga Somaratne,2017-06-20,Resolve a merge conflict in environment.ts,['.bowerrc'],{'develop'},DroneSym
fe6b087fcd1f1aeb35712f81a791d023d2e4f55b,Hasanga Somaratne,2017-06-22,Refactor mouse element creation functionality,['app.component.ts'],{'develop'},DroneSym
c90d03a8d98ae71fcc3bcad574d0080c977fbe24,Hasanga Somaratne,2017-06-22,Display drone options when a marker is clicked,"['app.component.html,app.component.ts,app.module.ts,drone-option-box.component.css,drone-option-box.component.html,drone-option-box.component.spec.ts,drone-option-box.component.ts']",{'develop'},DroneSym
bf85f05e873957e6251a4f898581a05d18e5b3fc,Hasanga Somaratne,2017-06-25,Create waypoints frontend functionality,"['app.component.css,app.component.html,app.component.ts,drone-option-box.component.ts,drone-data.service.ts']",{'develop'},DroneSym
0f03fbf98b22a05690c24a48cb5af4705a329678,Hasanga Somaratne,2017-06-25,Add create waypoints backend functionality,"['droneCtrl.js,droneRouter.js']",{'develop'},DroneSym
bede8166a68aa46ab3642f1edef87b13abcea07a,Charitha Madusanka,2017-07-03,Create CODE_OF_CONDUCT.md,['CODE_OF_CONDUCT.md'],{'develop'},DroneSym
57c1e68c878b815e1eb89c5a4611d74ae692aa5c,Raveen Harith Perera,2017-07-11,#14 create .travis.yml file,['.travis.yml'],{'develop'},DroneSym
cff6f1e3bb880a67fb8dbb48c54433a6f55d4155,Raveen Harith Perera,2017-07-11,#14 add python as language,['.travis.yml'],{'develop'},DroneSym
6315c464b26c6e5fc174d5ce4f95e1500b56307c,rhperera,2017-07-12,#14 fix on travis file typo,['.travis.yml'],{'develop'},DroneSym
46d815b2bc8d8767c8790a1b9f40a683da293981,Hasanga Somaratne,2017-07-18,Bugfix on coordinates label not showing up in create modes,['app.component.html'],{'develop'},DroneSym
befd7a09e22435a1d2b3d5e32f957a5c5c69f784,Hasanga Somaratne,2017-07-18,resolves #13,"['app.component.html,app.component.ts']",{'develop'},DroneSym
021d07e0f8c43409fe17e61ecac3fa91343f7dab,Hasanga Somaratne,2017-07-18,Include images,"['blue.png,red.png']",{'develop'},DroneSym
752ef570c7dbd9a43c987918810fcec058ca486b,Hasanga Somaratne,2017-07-18,Bugfix on sending waypoints to backend,['drone-data.service.ts'],{'develop'},DroneSym
7cf2c7fca5e351c517123aca44e19abb44f5cfca,Hasanga Somaratne,2017-07-18,Connect waypoints with polylines,['app.component.html'],{'develop'},DroneSym
eee5f90a3de65b166c1002ac72e35fb6913447b4,Hasanga Somaratne,2017-07-19,Delete waypoints by clicking,"['app.component.html,app.component.ts']",{'develop'},DroneSym
67585a192212dec7f168a26e9d62c87d49aa87f5,Hasanga Somaratne,2017-07-19,Reset waypoints based current location,['app.component.ts'],{'develop'},DroneSym
213de86ef569135357a0983e311094d40ed53f3c,Raveen Harith Perera,2017-07-19,fix travis script issue,['.travis.yml'],{'develop'},DroneSym
25b4123cfd81cd8f325a159f618b72be12f520d7,Hasanga Somaratne,2017-07-20,Integrate passport jwt,"['userCtrl.js,user.js,userRouter.js,authenticator.js,jwtconfig.js,passportconfig.js,dronedb-213c3-firebase-adminsdk-7u7ke-14febae0d1.json,index.js,package-lock.json,package.json']",{'develop'},DroneSym
35a817dbd0d050e2d2b5781cd8f650e9e06cd622,Hasanga Somaratne,2017-07-20,Integrate angular router,['app.module.ts'],{'develop'},DroneSym
e8f02b14c355d91480595b99719081cc0e36448c,Hasanga Somaratne,2017-07-21,Refactor app routes to a seperate module,"['app-router.ts,app.module.ts']",{'develop'},DroneSym
41ea81e6ce33d9412370046d3a223a4c53cf8c26,Hasanga Somaratne,2017-07-21,Change the mounting url for user router,['index.js'],{'develop'},DroneSym
e440be1e37a42d3f304b8ff77c2f09e7c7ccb880,Hasanga Somaratne,2017-07-21,Implement authentication services for frontend,"['app.module.ts,auth-http.service.spec.ts,auth-http.service.ts,user.service.spec.ts,user.service.ts']",{'develop'},DroneSym
11f35a332f7a2a2923b378e185ea7055badab7f3,Hasanga Somaratne,2017-07-21,Implement a rudimentary login screen,"['login.component.html,login.component.ts']",{'develop'},DroneSym
47583c857eea2223de3d0eb442e9fb6b206217ac,Hasanga Somaratne,2017-07-21,Authenticate tokens,['userRouter.js'],{'develop'},DroneSym
68d5134d72f27035dac630174d354c56006c91b2,Hasanga Somaratne,2017-07-21,Make base url private,['drone-data.service.ts'],{'develop'},DroneSym
9d0d71c1f7b5b1fcfefbd5db259299c6943acbc4,Hasanga Somaratne,2017-07-21,Implement route guard,"['app-router.ts,app.module.ts,route-guard.service.spec.ts,route-guard.service.ts,user.service.ts']",{'develop'},DroneSym
cde959fb49057e5c04091f6e562b7ac86cd2bd10,Hasanga Somaratne,2017-07-21,UI tweaks,"['cursor-tooltip.component.css,cursor-tooltip.component.ts,dashboard.component.css,dashboard.component.html,dashboard.component.ts']",{'develop'},DroneSym
2894c43ac652bef4a8c9ae3815dd6b8ffb08b77a,Hasanga Somaratne,2017-07-21,Implement logout functionality,"['dashboard.component.html,dashboard.component.ts']",{'develop'},DroneSym
d0269d591651b8f4e130e2d21033baf3082352b0,Hasanga Somaratne,2017-07-21,Authenticate for takeoff and updating waypoints,['droneRouter.js'],{'develop'},DroneSym
75b4fc4306c4b23bb6950a1b5a7b29eeaaaf00a2,Hasanga Somaratne,2017-07-21,Remove unnecessay authenticator,['authenticator.js'],{'develop'},DroneSym
ff4a3f235dfb1f2d53a8ad1243fde7a3139e1435,Hasanga Somaratne,2017-07-22,Use auth http service instead http service,['drone-data.service.ts'],{'develop'},DroneSym
ee0ddfff51dee818d09e545f711392fa9dce2e95,Hasanga Somaratne,2017-07-22,Authentication to create drones,['droneRouter.js'],{'develop'},DroneSym
ceea8a33a455e5ee2b6c020def9db04fa3d73101,Hasanga Somaratne,2017-07-22,Enhance login interface,"['login.component.css,login.component.html,dronesym_logo.png']",{'develop'},DroneSym
96bde7dd488dc081d3ebec13f691fa28b15c8416,Hasanga Somaratne,2017-07-22,Role based authorization for frontend routes,"['userCtrl.js,droneRouter.js,userRouter.js']",{'develop'},DroneSym
e350d347468885a90529de6967a27d85ead48e37,Hasanga Somaratne,2017-07-22,Send user role with response,['userCtrl.js'],{'develop'},DroneSym
c6962191e85d1f2ff136127943b415ef1ddc1cd8,Hasanga Somaratne,2017-07-22,Store user role in user service,"['login.component.ts,user.service.ts']",{'develop'},DroneSym
04646892f984511d2b42d0669cc87473a941e3a7,Hasanga Somaratne,2017-07-22,UI tweaks,"['dashboard.component.css,dashboard.component.html']",{'develop'},DroneSym
ec5c23f0eb44749d3474d2b4edcbd2825dbed491,Hasanga Somaratne,2017-07-22,Deselect current drone by clicking on map,"['dashboard.component.html,dashboard.component.ts']",{'develop'},DroneSym
8e29176bbf4d68ffbf7a8d1119ff0097ff9bad78,Hasanga Somaratne,2017-07-22,Visualize paths between waypoints,"['dashboard.component.html,dashboard.component.ts']",{'develop'},DroneSym
8617b3ea15b8e8c3059cdcd9fe281f4f0b7e938a,Hasanga Somaratne,2017-07-23,Implement signup screen,"['app-router.ts,app.module.ts,user-signup.component.css,user-signup.component.html,user-signup.component.spec.ts,user-signup.component.ts']",{'develop'},DroneSym
e9f135c733bc025315dcfea60316c4d9562fbd78,Hasanga Somaratne,2017-07-23,Retry when connetion error,['node.py'],{'develop'},DroneSym
4d92474af2d5aece19c39cba45a4e6ceb5acea5f,Hasanga Somaratne,2017-07-24,Seperate monogdb uri to a mongoconfig file,"['mongoconfig.js,index.js']",{'develop'},DroneSym
063ff468adfa9cdd92715b955fdf2fc20245b36b,Hasanga Somaratne,2017-07-24,Include environment example file,['example.environment.ts'],{'develop'},DroneSym
58855c204c73ce4291c23217022e5765dca9447c,Hasanga Somaratne,2017-07-24,Include example db.js,['example.db.js'],{'develop'},DroneSym
fccb90fd8780379e8da12c63e5d54681b325cbc8,Hasanga Somaratne,2017-07-24,Stop updating db when not in flight,['dronepool.py'],{'develop'},DroneSym
b0121b3fc7bb86e33dc13f09efddfbaf539d0356,Hasanga Somaratne,2017-07-25,Turn waypoint icons red in delete mode,"['dashboard.component.html,dashboard.component.ts']",{'develop'},DroneSym
96d860d2d9196cbc45a13cd1c5b8ff2234f0b76a,Hasanga Somaratne,2017-07-25,Fix db.js gitignore issue,['db.js'],{'develop'},DroneSym
292a06e9aa38ba14af294211cff1939a0ee91d06,Hasanga Somaratne,2017-07-25,Add an example mongoconfig file,['example.mongoconfig.js'],{'develop'},DroneSym
810bae24b7d3fc61f9a50384baa94078c5603c2f,Hasanga Somaratne,2017-07-26,Add resume flight capability,['dronepool.py'],{'develop'},DroneSym
e5538c43ffc32281147d93e08beba5a1b1bf6926,Hasanga Somaratne,2017-07-26,Bug fixes,['dronepool.py'],{'develop'},DroneSym
f60aa422b6e824c4954e160778fa1d761806a205,Hasanga Somaratne,2017-07-26,Delete example credential file,['dronedb-213c3-firebase-adminsdk-7u7ke-14febae0d1.json'],{'develop'},DroneSym
d49bc9a42d9bdc9e44f6f656c0daf3245c31e853,Hasanga Somaratne,2017-07-26,Remove unnecessary takeoff command,['mavparser.py'],{'develop'},DroneSym
2b2e8d2a1e4706dc0826579e5394d0322040dba5,Hasanga Somaratne,2017-07-26,Resume flight route,['main.py'],{'develop'},DroneSym
1b83f30f9c0915e0d307afed10fe30be48fcedd3,Hasanga Somaratne,2017-07-26,Add express resume flight route,"['droneCtrl.js,droneRouter.js']",{'develop'},DroneSym
79f44e01827ebbbce4be4bf3cb123443fe4d200d,Hasanga Somaratne,2017-07-26,Show waypoint numbers,['dashboard.component.html'],{'develop'},DroneSym
bd4424bfdf07c1af76cf77e4df4ab3525c1939fe,Hasanga Somaratne,2017-07-26,Bugfix on resume logic,['dronepool.py'],{'develop'},DroneSym
c3150a0023101f954fd7fe5e4414d8eddab02037,Hasanga Somaratne,2017-07-26,Frontend functionality for drone control,"['dashboard.component.html,dashboard.component.ts,drone-option-box.component.css,drone-option-box.component.html,drone-option-box.component.ts,drone-data.service.ts']",{'develop'},DroneSym
